"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","CNODE3",,,,"User:","attodev"
"Cmdline:","dstat -tcmndrylpg --output /opt/stack/logs/dstat-csv.log",,,,"Date:","07 Mar 2017 19:12:13 KST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",
07-03 19:26:45,0.837,0.084,99.079,0.0,0.0,0.0,2301341696.0,200249344.0,2794639360.0,62229417984.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,1954.0,0.640,0.720,0.560,2.0,0.0,0.0,0.0,0.0
07-03 19:26:46,0.833,0.167,99.001,0.0,0.0,0.0,2301333504.0,200249344.0,2794647552.0,62229417984.0,590.0,0.0,0.0,0.0,0.0,0.0,554.0,1470.0,0.590,0.710,0.550,1.0,0.0,0.0,0.0,0.0
07-03 19:26:47,0.753,0.836,98.411,0.0,0.0,0.0,2304012288.0,200249344.0,2794651648.0,62226735104.0,1180.0,2132.0,0.0,0.0,0.0,0.0,617.0,2931.0,0.590,0.710,0.550,3.0,0.0,45.0,0.0,0.0
07-03 19:26:48,8.855,1.587,89.307,0.167,0.0,0.084,2344116224.0,200257536.0,2794676224.0,62186598400.0,1320.0,10290.0,0.0,1404928.0,0.0,35.0,1272.0,4062.0,0.590,0.710,0.550,1.0,0.0,141.0,0.0,0.0
07-03 19:26:49,5.676,1.252,93.072,0.0,0.0,0.0,2395553792.0,200282112.0,2794991616.0,62134820864.0,650.0,258.0,0.0,270336.0,0.0,10.0,1036.0,8770.0,0.590,0.710,0.550,2.0,0.0,84.0,0.0,0.0
07-03 19:26:50,1.085,0.334,98.581,0.0,0.0,0.0,2395234304.0,200282112.0,2794991616.0,62135140352.0,590.0,160.0,0.0,0.0,0.0,0.0,660.0,1612.0,0.590,0.710,0.550,1.0,0.0,2.0,0.0,0.0
07-03 19:26:51,8.285,2.343,89.372,0.0,0.0,0.0,2439921664.0,200282112.0,2795028480.0,62090416128.0,5082.0,17628.0,0.0,0.0,0.0,0.0,1594.0,4901.0,0.700,0.730,0.560,2.0,0.0,235.0,0.0,0.0
07-03 19:26:52,5.075,0.250,94.592,0.083,0.0,0.0,2455293952.0,200282112.0,2795257856.0,62074814464.0,1770.0,0.0,0.0,204800.0,0.0,3.0,923.0,3950.0,0.700,0.730,0.560,2.0,0.0,3.0,0.0,0.0
07-03 19:26:53,1.342,0.419,98.238,0.0,0.0,0.0,2455420928.0,200282112.0,2795257856.0,62074687488.0,932.0,0.0,0.0,0.0,0.0,0.0,707.0,1888.0,0.700,0.730,0.560,2.0,0.0,3.0,0.0,0.0
07-03 19:26:54,6.833,2.250,90.917,0.0,0.0,0.0,2501365760.0,200282112.0,2795282432.0,62028718080.0,5860.0,15090.0,0.0,23068672.0,0.0,4.0,1412.0,4757.0,0.700,0.730,0.560,1.0,0.0,178.0,0.0,0.0
07-03 19:26:55,6.505,0.500,92.911,0.083,0.0,0.0,2511904768.0,200290304.0,2795560960.0,62017892352.0,1770.0,0.0,0.0,229376.0,0.0,6.0,1036.0,5475.0,0.700,0.730,0.560,2.0,0.0,5.0,0.0,0.0
07-03 19:26:56,1.591,0.084,98.325,0.0,0.0,0.0,2511884288.0,200290304.0,2795581440.0,62017892352.0,342.0,0.0,0.0,0.0,0.0,0.0,839.0,1735.0,0.650,0.720,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:26:57,5.648,2.575,91.777,0.0,0.0,0.0,2536919040.0,200290304.0,2795593728.0,61992845312.0,2826.0,11698.0,0.0,0.0,0.0,0.0,1280.0,4496.0,0.650,0.720,0.560,2.0,0.0,181.0,0.0,0.0
07-03 19:26:58,6.879,0.755,92.282,0.084,0.0,0.0,2603958272.0,200302592.0,2795712512.0,61925675008.0,1770.0,70.0,0.0,548864.0,0.0,19.0,1094.0,5725.0,0.650,0.720,0.560,1.0,0.0,8.0,0.0,0.0
07-03 19:26:59,2.174,0.502,97.241,0.084,0.0,0.0,2603393024.0,200302592.0,2795716608.0,61926236160.0,992.0,0.0,0.0,38834176.0,0.0,9.0,829.0,3463.0,0.650,0.720,0.560,3.0,0.0,4.0,0.0,0.0
07-03 19:27:00,6.427,1.753,91.820,0.0,0.0,0.0,2638589952.0,200302592.0,2795728896.0,61891026944.0,6756.0,15612.0,0.0,8724480.0,0.0,2.0,1430.0,5674.0,0.650,0.720,0.560,3.0,0.0,191.0,0.0,0.0
07-03 19:27:01,16.077,1.010,82.744,0.084,0.0,0.084,2695868416.0,200314880.0,2795769856.0,61833695232.0,590.0,0.0,0.0,184320.0,0.0,9.0,1466.0,5685.0,0.750,0.740,0.570,1.0,0.0,15.0,0.0,0.0
07-03 19:27:02,9.197,1.003,89.799,0.0,0.0,0.0,2699665408.0,200318976.0,2795786240.0,61829877760.0,1972.0,3344.0,0.0,110592.0,0.0,3.0,1386.0,4676.0,0.750,0.740,0.570,1.0,0.0,57.0,0.0,0.0
07-03 19:27:03,10.008,1.406,88.420,0.165,0.0,0.0,2720571392.0,200323072.0,2795802624.0,61808951296.0,1316.0,4204.0,0.0,114688.0,0.0,12.0,1382.0,4875.0,0.750,0.740,0.570,4.0,0.0,70.0,0.0,0.0
07-03 19:27:04,13.655,1.082,84.929,0.250,0.0,0.083,2773856256.0,200351744.0,2795831296.0,61755609088.0,1508.0,5582.0,0.0,29495296.0,0.0,30.0,1683.0,6914.0,0.750,0.740,0.570,3.0,0.0,106.0,0.0,0.0
07-03 19:27:05,13.222,1.255,85.272,0.251,0.0,0.0,2821959680.0,200380416.0,2795999232.0,61707309056.0,2040.0,0.0,61440.0,409600.0,6.0,27.0,1962.0,9724.0,0.750,0.740,0.570,2.0,0.0,119.0,0.0,0.0
07-03 19:27:06,10.460,0.921,88.536,0.084,0.0,0.0,2823360512.0,200384512.0,2796032000.0,61705871360.0,1068.0,3338.0,0.0,122880.0,0.0,6.0,1457.0,4949.0,0.850,0.760,0.570,1.0,0.0,63.0,0.0,0.0
07-03 19:27:07,9.933,1.085,88.982,0.0,0.0,0.0,2830278656.0,200384512.0,2796036096.0,61698949120.0,976.0,2298.0,0.0,45056.0,0.0,3.0,1450.0,3585.0,0.850,0.760,0.570,1.0,0.0,35.0,0.0,0.0
07-03 19:27:08,9.874,0.753,89.121,0.251,0.0,0.0,2832240640.0,200417280.0,2796048384.0,61696942080.0,2506.0,2684.0,0.0,4816896.0,0.0,116.0,1520.0,4406.0,0.850,0.760,0.570,1.0,0.0,36.0,0.0,0.0
07-03 19:27:09,9.825,1.332,88.759,0.083,0.0,0.0,2831990784.0,200421376.0,2796060672.0,61697175552.0,1838.0,4012.0,0.0,2285568.0,0.0,103.0,1576.0,4544.0,0.850,0.760,0.570,1.0,0.0,62.0,0.0,0.0
07-03 19:27:10,9.825,1.082,88.926,0.167,0.0,0.0,2833235968.0,200429568.0,2796068864.0,61695913984.0,1316.0,2550.0,0.0,307200.0,0.0,19.0,1407.0,3864.0,0.850,0.760,0.570,2.0,0.0,36.0,0.0,0.0
07-03 19:27:11,9.540,0.921,89.289,0.167,0.0,0.084,2832637952.0,200441856.0,2796085248.0,61696483328.0,796.0,2486.0,0.0,208896.0,0.0,19.0,1418.0,3947.0,0.870,0.760,0.580,3.0,0.0,37.0,0.0,0.0
07-03 19:27:12,9.532,0.920,89.381,0.084,0.0,0.084,2864959488.0,200454144.0,2796093440.0,61664141312.0,1906.0,2466.0,0.0,106496.0,0.0,12.0,1385.0,4236.0,0.870,0.760,0.580,1.0,0.0,42.0,0.0,0.0
07-03 19:27:13,11.647,0.749,87.438,0.166,0.0,0.0,2908536832.0,200470528.0,2796118016.0,61620523008.0,1382.0,2896.0,0.0,110592.0,0.0,12.0,1463.0,4888.0,0.870,0.760,0.580,4.0,0.0,29.0,0.0,0.0
07-03 19:27:14,11.074,1.426,87.332,0.168,0.0,0.0,2943102976.0,200470528.0,2796158976.0,61585915904.0,240.0,0.0,0.0,1200128.0,0.0,111.0,1601.0,8445.0,0.870,0.760,0.580,2.0,0.0,91.0,0.0,0.0
07-03 19:27:15,13.985,1.853,83.909,0.168,0.0,0.084,2950971392.0,200486912.0,2796351488.0,61577838592.0,2562.0,6226.0,143360.0,237568.0,10.0,19.0,2529.0,7221.0,0.870,0.760,0.580,4.0,0.0,130.0,0.0,0.0
07-03 19:27:16,14.833,1.667,83.333,0.167,0.0,0.0,3014086656.0,200499200.0,2796433408.0,61514629120.0,4374.0,10808.0,0.0,233472.0,0.0,18.0,1836.0,6291.0,0.960,0.780,0.580,3.0,0.0,143.0,0.0,0.0
07-03 19:27:17,11.819,1.090,86.756,0.251,0.0,0.084,3012784128.0,200515584.0,2796486656.0,61515862016.0,1784.0,2244.0,0.0,147456.0,0.0,15.0,1594.0,8411.0,0.960,0.780,0.580,3.0,0.0,127.0,0.0,0.0
07-03 19:27:18,9.444,0.590,89.629,0.253,0.0,0.084,3036696576.0,200527872.0,2796527616.0,61491896320.0,902.0,0.0,20480.0,7405568.0,2.0,142.0,1552.0,5118.0,0.960,0.780,0.580,1.0,0.0,12.0,0.0,0.0
07-03 19:27:19,13.450,1.504,84.879,0.167,0.0,0.0,3082203136.0,200544256.0,2796572672.0,61446328320.0,1148.0,2714.0,0.0,1347584.0,0.0,148.0,1799.0,8594.0,0.960,0.780,0.580,1.0,0.0,113.0,0.0,0.0
07-03 19:27:20,10.243,0.420,89.169,0.084,0.0,0.084,3093311488.0,200548352.0,2796613632.0,61435174912.0,1118.0,0.0,0.0,221184.0,0.0,9.0,1416.0,5187.0,0.960,0.780,0.580,1.0,0.0,29.0,0.0,0.0
07-03 19:27:21,13.428,1.835,84.487,0.167,0.0,0.083,3089104896.0,200552448.0,2796679168.0,61439311872.0,5266.0,9398.0,0.0,102400.0,0.0,12.0,1803.0,8112.0,1.120,0.820,0.600,1.0,0.0,161.0,0.0,0.0
07-03 19:27:22,4.950,1.510,93.540,0.0,0.0,0.0,3066339328.0,200564736.0,2796703744.0,61462040576.0,1418.0,11960.0,0.0,81920.0,0.0,6.0,1397.0,6587.0,1.120,0.820,0.600,1.0,0.0,227.0,0.0,0.0
07-03 19:27:23,2.510,0.669,96.820,0.0,0.0,0.0,3066368000.0,200564736.0,2796703744.0,61462011904.0,1872.0,0.0,0.0,0.0,0.0,0.0,928.0,1998.0,1.120,0.820,0.600,0.0,0.0,3.0,0.0,0.0
07-03 19:27:24,2.429,0.168,97.404,0.0,0.0,0.0,3066200064.0,200564736.0,2796703744.0,61462179840.0,2154.0,0.0,0.0,466944.0,0.0,18.0,922.0,2032.0,1.120,0.820,0.600,1.0,0.0,0.0,0.0,0.0
07-03 19:27:25,8.110,3.512,88.294,0.084,0.0,0.0,3101822976.0,200568832.0,2796736512.0,61426520064.0,11250.0,36686.0,0.0,131072.0,0.0,3.0,2177.0,7252.0,1.120,0.820,0.600,1.0,0.0,473.0,0.0,0.0
07-03 19:27:26,10.483,0.499,89.018,0.0,0.0,0.0,3150761984.0,200568832.0,2796752896.0,61377564672.0,1840.0,0.0,0.0,0.0,0.0,0.0,1222.0,2365.0,1.110,0.820,0.600,1.0,0.0,0.0,0.0,0.0
07-03 19:27:27,12.238,0.754,87.008,0.0,0.0,0.0,3253760000.0,200577024.0,2796855296.0,61274456064.0,2172.0,0.0,0.0,122880.0,0.0,6.0,1329.0,7239.0,1.110,0.820,0.600,0.0,0.0,11.0,0.0,0.0
07-03 19:27:28,4.908,2.080,92.596,0.416,0.0,0.0,3275997184.0,200585216.0,2796871680.0,61252194304.0,1810.0,15348.0,0.0,7360512.0,0.0,99.0,1582.0,6519.0,1.110,0.820,0.600,1.0,0.0,247.0,0.0,0.0
07-03 19:27:29,10.267,0.835,88.898,0.0,0.0,0.0,3336822784.0,200585216.0,2796871680.0,61191368704.0,1830.0,0.0,0.0,286720.0,0.0,31.0,1433.0,3831.0,1.110,0.820,0.600,1.0,0.0,7.0,0.0,0.0
07-03 19:27:30,10.982,0.166,88.852,0.0,0.0,0.0,3347443712.0,200593408.0,2796863488.0,61180747776.0,590.0,0.0,0.0,0.0,0.0,0.0,1335.0,3222.0,1.110,0.820,0.600,1.0,0.0,4.0,0.0,0.0
07-03 19:27:31,5.171,1.084,93.745,0.0,0.0,0.0,3363299328.0,200597504.0,2797150208.0,61164601344.0,1240.0,1910.0,0.0,278528.0,0.0,6.0,1208.0,5879.0,1.100,0.830,0.600,3.0,0.0,28.0,0.0,0.0
07-03 19:27:32,12.146,8.819,78.952,0.083,0.0,0.0,3423477760.0,200597504.0,2797191168.0,61104381952.0,7254.0,23214.0,0.0,221184.0,0.0,3.0,4413.0,7099.0,1.100,0.830,0.600,1.0,0.0,312.0,0.0,0.0
07-03 19:27:33,5.250,0.333,94.417,0.0,0.0,0.0,3426177024.0,200597504.0,2797191168.0,61101682688.0,1240.0,0.0,0.0,0.0,0.0,0.0,1130.0,2706.0,1.100,0.830,0.600,0.0,0.0,5.0,0.0,0.0
07-03 19:27:34,2.588,0.417,96.995,0.0,0.0,0.0,3426177024.0,200597504.0,2797191168.0,61101682688.0,1180.0,0.0,0.0,200704.0,0.0,6.0,1033.0,2630.0,1.100,0.830,0.600,1.0,0.0,0.0,0.0,0.0
07-03 19:27:35,8.855,2.673,88.471,0.0,0.0,0.0,3477381120.0,200597504.0,2797215744.0,61050454016.0,6356.0,21420.0,0.0,0.0,0.0,0.0,1927.0,5623.0,1.100,0.830,0.600,1.0,0.0,287.0,0.0,0.0
07-03 19:27:36,10.575,0.250,89.092,0.083,0.0,0.0,3513044992.0,200597504.0,2797236224.0,61014769664.0,196.0,0.0,0.0,131072.0,0.0,3.0,1360.0,2728.0,1.090,0.830,0.600,1.0,0.0,0.0,0.0,0.0
07-03 19:27:37,9.174,0.500,90.242,0.0,0.0,0.083,3529326592.0,200601600.0,2797346816.0,60998373376.0,740.0,0.0,0.0,94208.0,0.0,3.0,1271.0,7128.0,1.090,0.830,0.600,0.0,0.0,6.0,0.0,0.0
07-03 19:27:38,6.527,2.929,90.460,0.084,0.0,0.0,3558555648.0,200601600.0,2797428736.0,60969062400.0,4150.0,17838.0,36864.0,2682880.0,2.0,63.0,1760.0,6440.0,1.090,0.830,0.600,1.0,0.0,305.0,0.0,0.0
07-03 19:27:39,10.126,0.502,89.289,0.084,0.0,0.0,3616542720.0,200601600.0,2797432832.0,60911071232.0,60.0,0.0,0.0,24576.0,0.0,3.0,1357.0,2893.0,1.090,0.830,0.600,1.0,0.0,3.0,0.0,0.0
07-03 19:27:40,10.732,0.416,88.852,0.0,0.0,0.0,3636473856.0,200601600.0,2797436928.0,60891136000.0,650.0,0.0,0.0,0.0,0.0,0.0,1356.0,2603.0,1.090,0.830,0.600,1.0,0.0,4.0,0.0,0.0
07-03 19:27:41,9.656,1.427,88.833,0.084,0.0,0.0,3678367744.0,200622080.0,2798559232.0,60848099328.0,2098.0,7220.0,0.0,380928.0,0.0,9.0,1851.0,23538.0,1.090,0.830,0.610,1.0,0.0,121.0,0.0,0.0
07-03 19:27:42,10.795,0.586,88.536,0.084,0.0,0.0,3715997696.0,200634368.0,2798559232.0,60810457088.0,0.0,0.0,0.0,131072.0,0.0,9.0,1546.0,4109.0,1.090,0.830,0.610,1.0,0.0,6.0,0.0,0.0
07-03 19:27:43,11.471,7.481,80.881,0.083,0.0,0.083,3817504768.0,200658944.0,2799779840.0,60707704832.0,650.0,0.0,0.0,0.0,0.0,0.0,3411.0,12698.0,1.090,0.830,0.610,1.0,0.0,21.0,0.0,0.0
07-03 19:27:44,4.003,1.001,94.996,0.0,0.0,0.0,3824185344.0,200658944.0,2799783936.0,60701020160.0,1604.0,8370.0,0.0,241664.0,0.0,6.0,1402.0,4592.0,1.090,0.830,0.610,2.0,0.0,135.0,0.0,0.0
07-03 19:27:45,3.592,0.501,95.906,0.0,0.0,0.0,3823927296.0,200658944.0,2799788032.0,60701274112.0,120.0,0.0,0.0,0.0,0.0,0.0,1219.0,2890.0,1.090,0.830,0.610,2.0,0.0,3.0,0.0,0.0
07-03 19:27:46,3.753,0.250,95.997,0.0,0.0,0.0,3823898624.0,200667136.0,2799808512.0,60701274112.0,1180.0,0.0,0.0,561152.0,0.0,6.0,1232.0,2733.0,1.080,0.840,0.610,1.0,0.0,0.0,0.0,0.0
07-03 19:27:47,9.783,2.425,87.793,0.0,0.0,0.0,3879141376.0,200667136.0,2799828992.0,60646010880.0,7184.0,20458.0,0.0,0.0,0.0,0.0,2176.0,6718.0,1.080,0.840,0.610,3.0,0.0,254.0,0.0,0.0
07-03 19:27:48,11.213,6.360,82.343,0.084,0.0,0.0,3904958464.0,200675328.0,2800238592.0,60619776000.0,0.0,0.0,0.0,143360.0,0.0,3.0,3408.0,6658.0,1.080,0.840,0.610,1.0,0.0,13.0,0.0,0.0
07-03 19:27:49,4.013,0.502,95.485,0.0,0.0,0.0,3907559424.0,200675328.0,2800242688.0,60617170944.0,650.0,0.0,0.0,241664.0,0.0,9.0,1327.0,3639.0,1.080,0.840,0.610,0.0,0.0,3.0,0.0,0.0
07-03 19:27:50,13.094,2.168,84.737,0.0,0.0,0.0,3970969600.0,200675328.0,2800254976.0,60553748480.0,3896.0,9168.0,0.0,0.0,0.0,0.0,1877.0,4732.0,1.080,0.840,0.610,4.0,0.0,144.0,0.0,0.0
07-03 19:27:51,20.117,6.594,72.955,0.250,0.0,0.083,4049076224.0,200699904.0,2800427008.0,60475445248.0,1306.0,1324.0,0.0,1191936.0,0.0,46.0,3936.0,151742.0,1.070,0.840,0.610,4.0,0.0,24.0,0.0,0.0
07-03 19:27:52,11.676,2.502,85.738,0.083,0.0,0.0,4134481920.0,201318400.0,2833518592.0,60356329472.0,3248.0,92508.0,233472.0,860160.0,57.0,11.0,2085.0,11954.0,1.070,0.840,0.610,2.0,0.0,65.0,0.0,0.0
07-03 19:27:53,11.436,1.669,86.811,0.083,0.0,0.0,4136796160.0,201932800.0,2838102016.0,60348817408.0,14836.0,181482.0,258048.0,0.0,63.0,0.0,2656.0,6837.0,1.070,0.840,0.610,1.0,0.0,20.0,0.0,0.0
07-03 19:27:54,12.604,0.918,86.477,0.0,0.0,0.0,4168249344.0,201940992.0,2840342528.0,60315115520.0,1180.0,0.0,258048.0,1929216.0,63.0,159.0,2024.0,4704.0,1.070,0.840,0.610,1.0,0.0,11.0,0.0,0.0
07-03 19:27:55,11.735,1.509,86.672,0.084,0.0,0.0,4189290496.0,201940992.0,2840350720.0,60294066176.0,710.0,0.0,245760.0,1761280.0,60.0,6.0,1926.0,5023.0,1.070,0.840,0.610,2.0,0.0,9.0,0.0,0.0
07-03 19:27:56,10.824,1.582,87.510,0.083,0.0,0.0,4187013120.0,201957376.0,2840367104.0,60296310784.0,1180.0,0.0,122880.0,65536.0,30.0,9.0,1913.0,4460.0,1.150,0.860,0.620,1.0,0.0,0.0,0.0,0.0
07-03 19:27:57,11.755,1.159,87.086,0.0,0.0,0.0,4198699008.0,201961472.0,2841227264.0,60283760640.0,2262.0,0.0,0.0,0.0,0.0,0.0,1782.0,4419.0,1.150,0.860,0.620,1.0,0.0,3.0,0.0,0.0
07-03 19:27:58,11.950,0.498,87.469,0.083,0.0,0.0,4182118400.0,201965568.0,2841227264.0,60300337152.0,1180.0,0.0,0.0,53248.0,0.0,3.0,1822.0,4148.0,1.150,0.860,0.620,1.0,0.0,0.0,0.0,0.0
07-03 19:27:59,9.941,1.348,88.711,0.0,0.0,0.0,4190130176.0,201965568.0,2841231360.0,60292321280.0,1240.0,0.0,0.0,159744.0,0.0,12.0,1830.0,4609.0,1.150,0.860,0.620,1.0,0.0,4.0,0.0,0.0
07-03 19:28:00,10.540,0.506,88.954,0.0,0.0,0.0,4194439168.0,201965568.0,2841231360.0,60288012288.0,1240.0,0.0,0.0,0.0,0.0,0.0,1715.0,3401.0,1.150,0.860,0.620,1.0,0.0,2.0,0.0,0.0
07-03 19:28:01,11.242,0.419,88.171,0.168,0.0,0.0,4206403584.0,201973760.0,2841235456.0,60276035584.0,650.0,0.0,0.0,1372160.0,0.0,46.0,1679.0,3841.0,1.130,0.860,0.620,1.0,0.0,3.0,0.0,0.0
07-03 19:28:02,12.954,0.248,86.799,0.0,0.0,0.0,4210589696.0,201977856.0,2841235456.0,60271845376.0,590.0,0.0,0.0,36864.0,0.0,6.0,1662.0,3399.0,1.130,0.860,0.620,1.0,0.0,0.0,0.0,0.0
07-03 19:28:03,11.567,0.503,87.930,0.0,0.0,0.0,4210970624.0,201977856.0,2841235456.0,60271464448.0,1240.0,0.0,0.0,0.0,0.0,0.0,1602.0,2863.0,1.130,0.860,0.620,1.0,0.0,3.0,0.0,0.0
07-03 19:28:04,11.307,0.838,87.856,0.0,0.0,0.0,4065337344.0,201977856.0,2844975104.0,60413358080.0,2446.0,4026.0,0.0,303104.0,0.0,43.0,1805.0,5539.0,1.130,0.860,0.620,1.0,0.0,48.0,0.0,0.0
07-03 19:28:05,7.814,0.831,91.355,0.0,0.0,0.0,3629207552.0,201977856.0,2844717056.0,60849745920.0,120.0,0.0,0.0,0.0,0.0,0.0,1564.0,3411.0,1.130,0.860,0.620,1.0,0.0,19.0,0.0,0.0
07-03 19:28:06,4.246,0.333,95.337,0.083,0.0,0.0,3628765184.0,201986048.0,2844729344.0,60850167808.0,800.0,498.0,0.0,180224.0,0.0,9.0,1385.0,3300.0,1.040,0.850,0.620,1.0,0.0,4.0,0.0,0.0
07-03 19:28:07,3.201,0.590,96.209,0.0,0.0,0.0,3626209280.0,201986048.0,2844729344.0,60852723712.0,1240.0,0.0,0.0,0.0,0.0,0.0,1345.0,3469.0,1.040,0.850,0.620,0.0,0.0,3.0,0.0,0.0
07-03 19:28:08,4.942,0.165,94.893,0.0,0.0,0.0,3626209280.0,201986048.0,2844729344.0,60852723712.0,178.0,0.0,0.0,0.0,0.0,0.0,1328.0,2544.0,1.040,0.850,0.620,0.0,0.0,0.0,0.0,0.0
07-03 19:28:09,6.487,1.432,91.660,0.421,0.0,0.0,3679473664.0,201986048.0,2844991488.0,60799197184.0,1112.0,1450.0,0.0,37699584.0,0.0,232.0,1728.0,3494.0,1.040,0.850,0.620,0.0,1.0,168.0,0.0,0.0
07-03 19:28:10,3.451,0.673,95.791,0.084,0.0,0.0,3685867520.0,201990144.0,2844995584.0,60792795136.0,3590.0,8778.0,0.0,11227136.0,0.0,100.0,1696.0,4009.0,1.040,0.850,0.620,1.0,0.0,104.0,0.0,0.0
07-03 19:28:11,4.097,0.669,95.151,0.084,0.0,0.0,3683221504.0,201994240.0,2844999680.0,60795432960.0,650.0,0.0,0.0,1232896.0,0.0,23.0,1454.0,3101.0,1.040,0.850,0.620,1.0,0.0,3.0,0.0,0.0
07-03 19:28:12,4.651,0.415,94.850,0.083,0.0,0.0,3681353728.0,201994240.0,2844999680.0,60797300736.0,590.0,0.0,0.0,45056.0,0.0,6.0,1400.0,2873.0,1.040,0.850,0.620,0.0,0.0,0.0,0.0,0.0
07-03 19:28:13,9.083,1.430,89.487,0.0,0.0,0.0,3703738368.0,201994240.0,2845016064.0,60774899712.0,3426.0,13792.0,0.0,0.0,0.0,0.0,2040.0,5311.0,1.040,0.850,0.620,2.0,0.0,187.0,0.0,0.0
07-03 19:28:14,10.302,1.089,88.526,0.0,0.0,0.084,3754381312.0,201994240.0,2845028352.0,60724244480.0,590.0,0.0,0.0,0.0,0.0,0.0,1774.0,5272.0,1.040,0.850,0.620,2.0,0.0,4.0,0.0,0.0
07-03 19:28:15,12.073,0.416,87.510,0.0,0.0,0.0,3762655232.0,201994240.0,2845126656.0,60715872256.0,1300.0,0.0,0.0,0.0,0.0,0.0,1740.0,4253.0,1.040,0.850,0.620,2.0,0.0,5.0,0.0,0.0
07-03 19:28:16,12.242,0.496,87.179,0.083,0.0,0.0,3778002944.0,201998336.0,2845138944.0,60700508160.0,590.0,0.0,0.0,114688.0,0.0,9.0,1745.0,6686.0,1.200,0.880,0.630,2.0,0.0,0.0,0.0,0.0
07-03 19:28:17,10.981,0.671,88.349,0.0,0.0,0.0,3816767488.0,201998336.0,2845245440.0,60661637120.0,60.0,0.0,0.0,0.0,0.0,0.0,1752.0,6442.0,1.200,0.880,0.630,1.0,0.0,9.0,0.0,0.0
07-03 19:28:18,11.148,0.251,88.600,0.0,0.0,0.0,3821461504.0,201998336.0,2845249536.0,60656939008.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,3252.0,1.200,0.880,0.630,1.0,0.0,0.0,0.0,0.0
07-03 19:28:19,11.804,1.081,87.032,0.083,0.0,0.0,3874177024.0,201998336.0,2845351936.0,60604121088.0,650.0,0.0,0.0,69632.0,0.0,6.0,1909.0,6422.0,1.200,0.880,0.630,1.0,0.0,7.0,0.0,0.0
07-03 19:28:20,12.106,0.332,87.562,0.0,0.0,0.0,3882266624.0,201998336.0,2845364224.0,60596019200.0,2172.0,0.0,0.0,0.0,0.0,0.0,1753.0,7162.0,1.200,0.880,0.630,1.0,0.0,4.0,0.0,0.0
07-03 19:28:21,11.204,0.753,87.876,0.167,0.0,0.0,3902767104.0,202002432.0,2845372416.0,60575506432.0,650.0,0.0,0.0,970752.0,0.0,35.0,1770.0,13480.0,1.180,0.890,0.630,1.0,0.0,7.0,0.0,0.0
07-03 19:28:22,11.018,0.421,88.478,0.084,0.0,0.0,3940945920.0,202010624.0,2845483008.0,60537208832.0,1180.0,0.0,0.0,81920.0,0.0,9.0,1790.0,6598.0,1.180,0.890,0.630,1.0,0.0,2.0,0.0,0.0
07-03 19:28:23,11.381,0.502,88.117,0.0,0.0,0.0,3945046016.0,202010624.0,2845491200.0,60533100544.0,2270.0,0.0,0.0,0.0,0.0,0.0,1666.0,3825.0,1.180,0.890,0.630,2.0,0.0,3.0,0.0,0.0
07-03 19:28:24,12.284,0.824,86.892,0.0,0.0,0.0,3943460864.0,202010624.0,2845499392.0,60534677504.0,198.0,778.0,0.0,0.0,0.0,0.0,1853.0,5141.0,1.180,0.890,0.630,3.0,0.0,15.0,0.0,0.0
07-03 19:28:25,11.628,0.997,87.292,0.083,0.0,0.0,4000845824.0,202018816.0,2845577216.0,60477206528.0,1890.0,0.0,0.0,73728.0,0.0,6.0,1898.0,6694.0,1.180,0.890,0.630,1.0,0.0,7.0,0.0,0.0
07-03 19:28:26,10.886,0.253,88.776,0.084,0.0,0.0,4008550400.0,202022912.0,2845630464.0,60469444608.0,2112.0,0.0,0.0,69632.0,0.0,9.0,1759.0,8807.0,1.170,0.890,0.630,1.0,0.0,2.0,0.0,0.0
07-03 19:28:27,10.859,0.842,88.300,0.0,0.0,0.0,4000645120.0,202022912.0,2845679616.0,60477300736.0,782.0,8276.0,0.0,49152.0,0.0,3.0,1867.0,7317.0,1.170,0.890,0.630,1.0,0.0,142.0,0.0,0.0
07-03 19:28:28,12.086,0.745,87.086,0.083,0.0,0.0,4020101120.0,202027008.0,2845679616.0,60457840640.0,2750.0,3262.0,0.0,110592.0,0.0,6.0,1863.0,4675.0,1.170,0.890,0.630,2.0,0.0,4.0,0.0,0.0
07-03 19:28:29,11.711,0.831,87.458,0.0,0.0,0.0,4016697344.0,202027008.0,2845720576.0,60461203456.0,1640.0,11490.0,0.0,36864.0,0.0,3.0,2013.0,6779.0,1.170,0.890,0.630,1.0,0.0,146.0,0.0,0.0
07-03 19:28:30,10.870,0.920,88.127,0.084,0.0,0.0,4019892224.0,202035200.0,2845749248.0,60457971712.0,2698.0,7272.0,0.0,118784.0,0.0,6.0,1971.0,5869.0,1.170,0.890,0.630,1.0,0.0,83.0,0.0,0.0
